user_id,device_id,app_id,resource_id,event_type,location,timestamp
U065,D011,APP016,R002,LOGIN,CN,1713940455
U167,D009,APP025,R042,LOGIN,BR,1713130149
U064,D026,APP027,R002,TOKEN_REFRESH,KR,1713529409
U122,D086,APP004,R037,ACCESS,FR,1714074763
U197,D048,APP006,R039,LOGOUT,BR,1713686883
U080,D014,APP019,R002,FAILED_LOGIN,AU,1714574151
U102,D092,APP007,R005,ACCESS,VN,1714264929
U176,D077,APP026,R008,LOGIN,CN,1715234495
U110,D085,APP012,R005,OPEN_APP,US,1714761854
U126,D014,APP014,R024,ADMIN_ACTION,IN,1713641691
U112,D023,APP024,R034,FAILED_LOGIN,AU,1715257260
U199,D062,APP015,R028,FAILED_LOGIN,CN,1714029681
U023,D036,APP029,R029,ACCESS,BR,1714949128
U146,D079,APP022,R025,OPEN_APP,US,1715073271
U084,D024,APP016,R014,OPEN_APP,BR,1714083608
U088,D036,APP029,R039,FAILED_LOGIN,UK,1713042576
U133,D025,APP003,R016,DOWNLOAD,FR,1715328577
U195,D031,APP023,R031,ADMIN_ACTION,FR,1713072323
U024,D038,APP008,R026,ACCESS,SG,1715439220
U095,D061,APP018,R034,OPEN_APP,DE,1715308496
U085,D046,APP023,R030,FAILED_LOGIN,SG,1714054463
U060,D016,APP024,R013,OPEN_APP,VN,1715247576
U196,D089,APP006,R013,ACCESS,IN,1715030876
U071,D093,APP019,R049,FAILED_LOGIN,VN,1713814188
U076,D030,APP012,R012,FAILED_LOGIN,US,1715240324
U033,D036,APP002,R004,FAILED_LOGIN,IN,1713529654
U164,D097,APP016,R007,LOGIN,AU,1714192605
U121,D062,APP015,R022,TOKEN_REFRESH,US,1714058971
U123,D015,APP027,R005,DOWNLOAD,FR,1713310723
U148,D081,APP022,R004,TOKEN_REFRESH,JP,1715360720
U078,D011,APP008,R008,DOWNLOAD,AU,1715500337
U159,D029,APP025,R034,DOWNLOAD,FR,1714856906
U077,D076,APP014,R020,LOGIN,AU,1713416215
U196,D027,APP021,R014,FAILED_LOGIN,CA,1713340524
U041,D031,APP006,R036,LOGOUT,JP,1713011222
U105,D058,APP023,R039,ADMIN_ACTION,SG,1713136901
U060,D037,APP023,R019,ADMIN_ACTION,VN,1713979050
U068,D081,APP019,R043,ACCESS,DE,1713481406
U140,D029,APP021,R010,FAILED_LOGIN,RU,1713596582
U019,D008,APP006,R020,FAILED_LOGIN,FR,1713521577
U120,D089,APP010,R045,DOWNLOAD,SG,1715099132
U139,D064,APP015,R006,LOGIN,TH,1714812059
U189,D042,APP020,R017,LOGIN,VN,1713960178
U173,D074,APP019,R002,FAILED_LOGIN,AU,1713168743
U196,D097,APP006,R031,ADMIN_ACTION,TH,1714166673
U047,D075,APP014,R041,ADMIN_ACTION,VN,1714971366
U090,D053,APP011,R021,LOGOUT,RU,1713674548
U085,D053,APP023,R032,FAILED_LOGIN,CA,1714679618
U195,D071,APP002,R030,LOGOUT,CN,1714058637
U083,D015,APP025,R026,LOGIN,CA,1715275802
U119,D053,APP002,R013,OPEN_APP,AU,1715090831
U161,D057,APP025,R004,ACCESS,SG,1715303594
U034,D037,APP015,R045,ADMIN_ACTION,VN,1713121087
U162,D078,APP026,R016,TOKEN_REFRESH,SG,1715310386
U004,D071,APP014,R006,ACCESS,RU,1713475890
U119,D016,APP021,R010,ADMIN_ACTION,TH,1714224156
U131,D091,APP009,R027,ADMIN_ACTION,FR,1714022281
U117,D071,APP005,R025,ACCESS,TH,1715513971
U131,D096,APP029,R009,LOGOUT,SG,1714740394
U088,D065,APP009,R001,FAILED_LOGIN,IN,1714252233
U151,D075,APP022,R032,TOKEN_REFRESH,FR,1715258970
U124,D045,APP011,R036,DOWNLOAD,FR,1714349632
U049,D090,APP008,R037,DOWNLOAD,KR,1714722915
U012,D041,APP024,R031,DOWNLOAD,DE,1713637975
U127,D005,APP005,R033,OPEN_APP,RU,1713420959
U113,D013,APP017,R030,LOGIN,IN,1713604631
U105,D084,APP005,R005,ADMIN_ACTION,BR,1714111586
U087,D080,APP023,R026,LOGOUT,RU,1714378103
U173,D069,APP013,R021,ADMIN_ACTION,RU,1715269185
U010,D080,APP003,R016,FAILED_LOGIN,KR,1713379078
U112,D013,APP025,R041,LOGOUT,FR,1713697784
U178,D039,APP029,R002,LOGIN,CN,1713235381
U076,D046,APP012,R028,TOKEN_REFRESH,KR,1715227873
U106,D073,APP022,R012,TOKEN_REFRESH,JP,1713331217
U157,D049,APP020,R044,ACCESS,FR,1715445938
U037,D030,APP015,R041,FAILED_LOGIN,FR,1714070917
U171,D002,APP029,R030,FAILED_LOGIN,CA,1715292598
U041,D010,APP015,R023,FAILED_LOGIN,CA,1714779680
U177,D033,APP015,R020,ACCESS,DE,1715026721
U028,D031,APP013,R037,OPEN_APP,AU,1714240978
U180,D038,APP001,R043,DOWNLOAD,SG,1713033965
U145,D088,APP025,R048,LOGIN,TH,1715543453
U191,D064,APP027,R019,ACCESS,AU,1714477741
U057,D082,APP007,R040,FAILED_LOGIN,CA,1713573693
U161,D013,APP029,R041,LOGIN,SG,1714848946
U009,D075,APP012,R047,TOKEN_REFRESH,VN,1714237782
U084,D096,APP014,R012,ACCESS,JP,1715262440
U094,D068,APP017,R018,TOKEN_REFRESH,SG,1715021016
U076,D096,APP028,R022,LOGOUT,FR,1713315828
U037,D097,APP008,R044,DOWNLOAD,RU,1715337538
U094,D012,APP026,R026,LOGIN,SG,1715250547
U032,D059,APP012,R044,FAILED_LOGIN,AU,1714598136
U164,D048,APP004,R044,ACCESS,FR,1713104960
U159,D072,APP011,R040,ACCESS,CA,1713265151
U163,D060,APP030,R045,FAILED_LOGIN,CA,1714712516
U030,D018,APP002,R003,FAILED_LOGIN,FR,1713487044
U025,D031,APP029,R035,TOKEN_REFRESH,DE,1714902719
U095,D086,APP024,R045,DOWNLOAD,AU,1713648116
U107,D084,APP004,R032,DOWNLOAD,SG,1713137222
U177,D048,APP007,R029,ADMIN_ACTION,KR,1714521215
U026,D088,APP012,R035,OPEN_APP,US,1714669918
U071,D025,APP004,R030,LOGOUT,CA,1713889636
U165,D082,APP020,R002,LOGIN,BR,1714398838
U063,D017,APP026,R037,ACCESS,VN,1715324515
U054,D076,APP007,R015,OPEN_APP,BR,1713618887
U153,D001,APP009,R010,TOKEN_REFRESH,UK,1714051319
U045,D015,APP022,R002,TOKEN_REFRESH,US,1714502577
U061,D076,APP011,R002,TOKEN_REFRESH,SG,1713219777
U033,D095,APP014,R034,LOGOUT,IN,1713266581
U122,D058,APP025,R024,LOGOUT,FR,1715113252
U057,D079,APP002,R047,FAILED_LOGIN,FR,1713130655
U016,D062,APP028,R026,DOWNLOAD,CA,1713452824
U126,D092,APP030,R029,LOGOUT,TH,1713338859
U083,D078,APP005,R005,TOKEN_REFRESH,SG,1715455197
U141,D092,APP011,R025,FAILED_LOGIN,FR,1715120434
U155,D056,APP004,R045,LOGOUT,RU,1715312467
U185,D028,APP014,R029,ACCESS,DE,1714421582
U117,D052,APP014,R047,LOGOUT,CN,1714789977
U081,D086,APP009,R024,TOKEN_REFRESH,CA,1714989223
U018,D012,APP027,R006,LOGOUT,DE,1713405020
U191,D095,APP012,R009,LOGIN,AU,1715355464
U144,D043,APP022,R008,DOWNLOAD,CN,1714773925
U185,D007,APP010,R039,FAILED_LOGIN,CN,1713434532
U148,D065,APP007,R010,ADMIN_ACTION,KR,1713453900
U090,D072,APP012,R008,FAILED_LOGIN,AU,1713948579
U110,D072,APP025,R040,LOGIN,AU,1714121757
U008,D024,APP009,R045,FAILED_LOGIN,TH,1714425327
U090,D001,APP006,R010,DOWNLOAD,VN,1713595065
U190,D082,APP001,R006,ACCESS,DE,1714760905
U117,D044,APP006,R024,FAILED_LOGIN,IN,1714360560
U199,D073,APP020,R006,LOGIN,JP,1713660224
U194,D080,APP002,R044,LOGOUT,SG,1714858550
U170,D055,APP016,R039,ADMIN_ACTION,DE,1714145744
U056,D097,APP017,R008,OPEN_APP,DE,1713465105
U073,D087,APP022,R038,ADMIN_ACTION,UK,1714293604
U012,D029,APP013,R039,LOGIN,US,1713857412
U078,D028,APP025,R009,FAILED_LOGIN,SG,1714376244
U031,D001,APP016,R048,DOWNLOAD,JP,1713541844
U098,D069,APP023,R015,OPEN_APP,VN,1714665437
U190,D006,APP014,R002,ADMIN_ACTION,TH,1713326579
U081,D074,APP014,R037,DOWNLOAD,IN,1714751935
U075,D015,APP013,R002,OPEN_APP,JP,1714929786
U177,D047,APP003,R028,LOGOUT,KR,1714827359
U151,D052,APP017,R006,DOWNLOAD,RU,1714301385
U191,D044,APP008,R022,TOKEN_REFRESH,VN,1715141122
U163,D015,APP017,R033,ACCESS,TH,1714465386
U090,D094,APP027,R042,TOKEN_REFRESH,KR,1713431193
U038,D033,APP007,R012,TOKEN_REFRESH,BR,1713316054
U046,D099,APP021,R032,ADMIN_ACTION,BR,1715364477
U195,D075,APP015,R044,OPEN_APP,RU,1714325982
U039,D057,APP003,R031,ADMIN_ACTION,CA,1714270120
U071,D076,APP002,R023,LOGOUT,SG,1714936688
U116,D005,APP002,R024,FAILED_LOGIN,VN,1713378730
U158,D077,APP017,R025,ADMIN_ACTION,AU,1715324971
U190,D006,APP015,R037,ACCESS,CN,1715537578
U122,D065,APP005,R004,ADMIN_ACTION,VN,1714440482
U183,D011,APP017,R042,TOKEN_REFRESH,US,1714039112
U182,D057,APP015,R034,TOKEN_REFRESH,CN,1714563854
U073,D050,APP014,R050,OPEN_APP,CA,1715507715
U014,D081,APP021,R022,LOGOUT,CN,1713396386
U143,D087,APP013,R019,FAILED_LOGIN,IN,1715527910
U039,D043,APP003,R038,TOKEN_REFRESH,TH,1714467254
U080,D084,APP023,R043,DOWNLOAD,JP,1715495783
U182,D011,APP010,R036,DOWNLOAD,CA,1714377730
U033,D086,APP023,R048,LOGOUT,CA,1714775895
U131,D047,APP001,R024,FAILED_LOGIN,JP,1713898389
U088,D099,APP016,R013,ACCESS,JP,1713649887
U020,D038,APP028,R007,LOGIN,CA,1714412492
U197,D080,APP005,R039,DOWNLOAD,JP,1713680514
U047,D089,APP025,R040,TOKEN_REFRESH,IN,1714835735
U012,D053,APP012,R044,ACCESS,FR,1715561022
U073,D097,APP024,R029,ACCESS,UK,1714003145
U080,D061,APP029,R013,OPEN_APP,CA,1715392512
U113,D060,APP025,R019,DOWNLOAD,UK,1715212326
U108,D021,APP027,R013,TOKEN_REFRESH,RU,1714048589
U014,D083,APP016,R024,LOGOUT,IN,1715163880
U032,D037,APP003,R049,TOKEN_REFRESH,SG,1714884581
U132,D019,APP027,R028,LOGOUT,TH,1713931294
U116,D045,APP030,R002,DOWNLOAD,US,1714662848
U129,D048,APP008,R025,LOGOUT,CN,1713941783
U008,D041,APP030,R007,OPEN_APP,BR,1713612575
U036,D005,APP010,R031,TOKEN_REFRESH,BR,1714967590
U115,D079,APP001,R006,LOGIN,SG,1713904521
U039,D071,APP024,R039,DOWNLOAD,VN,1714208385
U061,D039,APP004,R004,ACCESS,DE,1714917273
U017,D015,APP027,R032,LOGIN,CA,1715161642
U148,D031,APP023,R010,FAILED_LOGIN,DE,1713006561
U158,D046,APP008,R037,DOWNLOAD,JP,1713359090
U135,D047,APP003,R034,LOGIN,DE,1714971889
U012,D082,APP013,R024,FAILED_LOGIN,IN,1713068124
U092,D009,APP012,R016,LOGOUT,BR,1715440679
U189,D097,APP011,R009,LOGIN,CN,1715290147
U087,D083,APP006,R050,ADMIN_ACTION,IN,1715007105
U162,D024,APP026,R009,LOGOUT,IN,1714919647
U010,D038,APP007,R003,ACCESS,TH,1713175766
U081,D040,APP017,R026,ADMIN_ACTION,SG,1713153598
U193,D083,APP007,R019,OPEN_APP,RU,1713200504
U168,D043,APP009,R008,OPEN_APP,DE,1714677812
U191,D057,APP029,R025,OPEN_APP,JP,1715081227
U178,D064,APP012,R034,FAILED_LOGIN,BR,1713346497
U187,D055,APP003,R028,TOKEN_REFRESH,UK,1714232145
U083,D014,APP003,R021,FAILED_LOGIN,SG,1714870306
U155,D092,APP014,R011,ADMIN_ACTION,CN,1714875397
U011,D094,APP028,R023,DOWNLOAD,SG,1713240577
U020,D086,APP021,R026,OPEN_APP,UK,1713671032
U008,D019,APP028,R039,ADMIN_ACTION,US,1713529447
U018,D031,APP025,R042,OPEN_APP,CN,1714605807
U146,D005,APP020,R010,ADMIN_ACTION,CN,1714560337
U114,D098,APP003,R037,TOKEN_REFRESH,UK,1714539099
U102,D041,APP021,R018,ACCESS,VN,1713108688
U189,D024,APP016,R034,DOWNLOAD,TH,1715355826
U031,D034,APP025,R017,ADMIN_ACTION,KR,1715566398
U074,D089,APP030,R032,ACCESS,VN,1713569286
U019,D058,APP006,R046,ADMIN_ACTION,VN,1714340448
U171,D045,APP023,R005,FAILED_LOGIN,TH,1714258109
U041,D092,APP023,R045,TOKEN_REFRESH,BR,1714516208
U131,D029,APP004,R013,TOKEN_REFRESH,KR,1715072078
U007,D047,APP018,R037,OPEN_APP,FR,1715313774
U034,D079,APP029,R006,LOGOUT,SG,1714670003
U184,D093,APP016,R034,DOWNLOAD,BR,1714717288
U148,D010,APP005,R021,LOGOUT,FR,1714953846
U175,D067,APP012,R009,TOKEN_REFRESH,BR,1713541203
U111,D065,APP030,R004,LOGOUT,UK,1713641793
U078,D022,APP006,R021,ACCESS,CN,1715176415
U073,D011,APP009,R013,FAILED_LOGIN,JP,1714270138
U158,D069,APP003,R033,TOKEN_REFRESH,AU,1715435407
U040,D022,APP022,R040,OPEN_APP,RU,1715363985
U011,D004,APP003,R003,FAILED_LOGIN,CA,1713884194
U197,D074,APP014,R040,LOGIN,FR,1715288317
U075,D083,APP010,R031,ACCESS,BR,1714703275
U077,D059,APP003,R045,LOGIN,JP,1714843839
U107,D062,APP015,R014,OPEN_APP,AU,1713602590
U081,D092,APP011,R047,OPEN_APP,DE,1713548472
U195,D048,APP017,R036,LOGOUT,CN,1714013922
U120,D016,APP009,R029,ACCESS,JP,1713406057
U013,D038,APP013,R040,DOWNLOAD,KR,1713669828
U084,D074,APP024,R021,ACCESS,BR,1713668330
U128,D066,APP015,R032,FAILED_LOGIN,FR,1713097208
U024,D051,APP017,R030,ACCESS,KR,1715446722
U091,D007,APP002,R019,ADMIN_ACTION,AU,1714973784
U074,D069,APP001,R007,DOWNLOAD,JP,1714109279
U187,D047,APP025,R026,OPEN_APP,US,1714680161
U014,D073,APP018,R013,OPEN_APP,UK,1714210483
U019,D050,APP017,R029,FAILED_LOGIN,RU,1715562900
U031,D017,APP004,R026,OPEN_APP,BR,1714422226
U143,D047,APP025,R010,ACCESS,AU,1715135414
U103,D065,APP002,R003,LOGIN,JP,1714396873
U122,D067,APP015,R010,TOKEN_REFRESH,CN,1715571394
U082,D021,APP013,R040,FAILED_LOGIN,AU,1714410852
U130,D066,APP018,R032,FAILED_LOGIN,FR,1713069780
U095,D043,APP022,R008,DOWNLOAD,AU,1714290494
U186,D089,APP021,R002,ADMIN_ACTION,SG,1715426297
U148,D030,APP024,R004,ADMIN_ACTION,JP,1715198789
U162,D093,APP020,R050,DOWNLOAD,JP,1714015846
U009,D074,APP023,R008,ACCESS,US,1714849849
U081,D054,APP005,R027,ACCESS,DE,1715104783
U199,D079,APP030,R031,LOGIN,IN,1713579159
U133,D027,APP018,R021,ADMIN_ACTION,UK,1714580517
U081,D023,APP015,R035,OPEN_APP,UK,1714485987
U174,D099,APP028,R047,FAILED_LOGIN,AU,1715030798
U050,D032,APP009,R036,FAILED_LOGIN,KR,1714248285
U198,D037,APP023,R014,ADMIN_ACTION,CN,1715012441
U090,D072,APP030,R047,FAILED_LOGIN,SG,1713511177
U147,D087,APP018,R025,DOWNLOAD,RU,1714447599
U198,D019,APP010,R003,FAILED_LOGIN,IN,1713331473
U089,D057,APP021,R017,ADMIN_ACTION,KR,1713847534
U138,D035,APP030,R036,FAILED_LOGIN,JP,1713458129
U158,D095,APP019,R016,ACCESS,US,1715227349
U058,D082,APP008,R004,LOGOUT,DE,1714385351
U184,D061,APP004,R044,TOKEN_REFRESH,US,1715308345
U041,D053,APP021,R031,ADMIN_ACTION,CA,1713836578
U194,D037,APP011,R019,LOGIN,TH,1713375225
U167,D074,APP008,R035,LOGIN,TH,1713734274
U107,D023,APP030,R003,DOWNLOAD,BR,1715077790
U048,D096,APP028,R019,LOGIN,US,1714251547
U146,D078,APP004,R022,FAILED_LOGIN,FR,1715278767
U135,D064,APP029,R009,ADMIN_ACTION,SG,1713808709
U029,D043,APP006,R047,ADMIN_ACTION,CA,1714079047
U184,D024,APP001,R048,OPEN_APP,BR,1714237421
U146,D087,APP025,R013,TOKEN_REFRESH,AU,1714700749
U110,D066,APP011,R006,DOWNLOAD,CA,1713400074
U048,D018,APP016,R021,ACCESS,US,1714093812
U099,D031,APP015,R049,FAILED_LOGIN,CN,1714266452
U150,D093,APP019,R001,FAILED_LOGIN,CA,1714508070
U178,D031,APP002,R043,LOGOUT,FR,1714286839
U041,D052,APP022,R033,FAILED_LOGIN,IN,1713492477
U164,D038,APP012,R040,ACCESS,KR,1713560228
U123,D020,APP015,R048,OPEN_APP,DE,1715303656
U121,D097,APP018,R043,ACCESS,BR,1714037945
U175,D097,APP020,R006,ADMIN_ACTION,UK,1714517435
U020,D073,APP004,R004,ACCESS,AU,1715250915
U039,D022,APP011,R034,ADMIN_ACTION,VN,1713861516
U184,D075,APP016,R006,ADMIN_ACTION,BR,1713233353
U117,D017,APP017,R027,ADMIN_ACTION,AU,1713242165
U144,D060,APP022,R020,LOGIN,DE,1714067270
U001,D096,APP007,R038,LOGOUT,US,1714777115
U089,D090,APP003,R035,LOGIN,TH,1713289487
U121,D005,APP010,R027,TOKEN_REFRESH,BR,1713568029
U197,D083,APP024,R042,DOWNLOAD,CN,1714604235
U115,D049,APP013,R006,TOKEN_REFRESH,CA,1714458652
U031,D023,APP018,R026,TOKEN_REFRESH,IN,1713934030
U001,D097,APP001,R020,ADMIN_ACTION,CA,1715283569
U109,D069,APP013,R015,ACCESS,FR,1714451899
U040,D036,APP007,R047,LOGOUT,US,1714758422
U158,D099,APP030,R002,ACCESS,KR,1713282238
U026,D077,APP002,R029,LOGIN,KR,1713185542
U103,D057,APP008,R035,ACCESS,BR,1713236743
U036,D065,APP010,R015,OPEN_APP,AU,1715507848
U198,D087,APP027,R021,ACCESS,SG,1713600877
U170,D067,APP008,R027,FAILED_LOGIN,SG,1713255674
U143,D076,APP029,R048,TOKEN_REFRESH,CA,1714791809
U143,D064,APP002,R023,DOWNLOAD,BR,1715199757
U082,D090,APP014,R027,TOKEN_REFRESH,SG,1714578988
U048,D097,APP018,R031,ACCESS,RU,1713945163
U077,D091,APP005,R030,LOGIN,UK,1714730894
U107,D072,APP017,R009,DOWNLOAD,KR,1714069529
U053,D043,APP021,R006,ADMIN_ACTION,RU,1714556411
U024,D069,APP024,R013,LOGIN,SG,1714581957
U173,D078,APP020,R003,LOGOUT,KR,1715464504
U186,D086,APP018,R014,ADMIN_ACTION,KR,1714396553
U078,D002,APP007,R013,LOGOUT,IN,1715008739
U063,D090,APP020,R046,ACCESS,DE,1714003826
U142,D042,APP025,R019,DOWNLOAD,FR,1715238290
U167,D046,APP010,R017,OPEN_APP,UK,1715085732
U120,D013,APP026,R047,ADMIN_ACTION,BR,1714343155
U053,D048,APP011,R027,LOGIN,AU,1713928090
U190,D019,APP001,R017,DOWNLOAD,SG,1713639259
U051,D043,APP008,R025,ACCESS,FR,1715309562
U168,D088,APP011,R017,ADMIN_ACTION,IN,1715057707
U118,D022,APP024,R023,TOKEN_REFRESH,JP,1715292381
U126,D024,APP030,R035,LOGIN,UK,1713141867
U020,D086,APP002,R049,LOGIN,DE,1713576681
U162,D030,APP003,R046,TOKEN_REFRESH,US,1713917376
U130,D059,APP012,R004,ADMIN_ACTION,CA,1715046209
U005,D001,APP018,R036,DOWNLOAD,US,1713070154
U136,D093,APP009,R035,FAILED_LOGIN,US,1715106446
U179,D087,APP014,R012,LOGOUT,TH,1713403969
U135,D020,APP008,R013,FAILED_LOGIN,RU,1714486633
U069,D051,APP003,R024,DOWNLOAD,FR,1715369790
U063,D090,APP008,R020,LOGOUT,CA,1713132894
U024,D052,APP013,R025,ADMIN_ACTION,US,1713039636
U180,D022,APP003,R032,DOWNLOAD,CA,1714389449
U145,D013,APP029,R034,LOGIN,KR,1713886747
U178,D073,APP016,R018,LOGIN,TH,1713311838
U176,D036,APP029,R035,LOGIN,JP,1714319044
U005,D027,APP019,R010,DOWNLOAD,TH,1713322699
U077,D021,APP019,R016,DOWNLOAD,CA,1715267283
U085,D050,APP025,R048,TOKEN_REFRESH,BR,1713328949
U129,D096,APP012,R004,LOGOUT,DE,1713973682
U020,D044,APP020,R050,DOWNLOAD,BR,1714368922
U008,D082,APP009,R029,ADMIN_ACTION,KR,1714492380
U142,D049,APP014,R012,DOWNLOAD,VN,1714238911
U064,D092,APP003,R006,FAILED_LOGIN,JP,1714593835
U183,D082,APP005,R048,DOWNLOAD,CN,1714512886
U028,D012,APP001,R020,ADMIN_ACTION,CN,1714131482
U027,D017,APP003,R012,DOWNLOAD,FR,1715336164
U143,D066,APP014,R007,LOGIN,VN,1714484424
U142,D012,APP020,R039,OPEN_APP,RU,1714615804
U004,D038,APP014,R025,LOGOUT,IN,1715346866
U063,D074,APP017,R011,DOWNLOAD,JP,1713582337
U069,D039,APP009,R032,TOKEN_REFRESH,VN,1713701318
U112,D036,APP014,R020,ADMIN_ACTION,BR,1713322631
